School Year,Topic,Grade,District,District Name,Proficient,Total,% Proficient,Proficient Category,District Office Location,Iowa ZIP Code Tabulation Areas,Iowa Watersheds (HUC 10),Iowa Watershed Sub-Basins (HUC 08),US Counties
2016,Math,11,4536,Mount Pleasant,134,158,84.8,80.1 - 90%,,,,,
2016,Reading,3,3168,IKM-Manning,12,16,75.0,70.1 - 80%,,,,,
2016,Math,6,1368,Columbus,21,46,45.7,40.1 - 50%,,,,,
2016,Math,6,0846,Brooklyn-Guernsey-Malcom,32,34,94.1,90.1 - 100%,,,,,
2016,Math,8,1211,Clarke,65,84,77.4,70.1 - 80%,,,,,
2016,Math,7,2466,Gilbert,107,109,98.2,90.1 - 100%,,,,,
2016,Reading,6,3420,Lake Mills,35,42,83.3,80.1 - 90%,,,,,
2016,Reading,7,6990,West Sioux,41,54,75.9,70.1 - 80%,,,,,
2016,Reading,3,4905,Olin Consolidated,12,16,75.0,70.1 - 80%,,,,,
2016,Reading,8,0914,CAM,36,49,73.5,70.1 - 80%,,,,,
2016,Reading,4,6175,Starmont,38,44,86.4,80.1 - 90%,,,,,
2016,Math,3,3715,Linn-Mar,15,16,93.8,90.1 - 100%,,,,,
2016,Reading,11,3691,North Cedar,41,58,70.7,70.1 - 80%,,,,,
2016,Reading,7,6120,Spirit Lake,53,69,76.8,70.1 - 80%,,,,,
2016,Reading,8,1107,Chariton,62,87,71.3,70.1 - 80%,,,,,
2016,Reading,8,5832,Schleswig,10,14,71.4,70.1 - 80%,,,,,
2016,Reading,5,6750,Walnut,,,,Not Reportable,,,,,
2016,Math,4,3691,North Cedar,44,51,86.3,80.1 - 90%,,,,,
2016,Math,6,0882,Burlington,159,265,60.0,50.1 - 60%,,,,,
2016,Reading,3,5256,Pleasantville,12,16,75.0,70.1 - 80%,,,,,
2016,Reading,7,5163,Pekin,36,47,76.6,70.1 - 80%,,,,,
2016,Math,3,1953,Earlham,15,16,93.8,90.1 - 100%,,,,,
2016,Math,6,2862,Hartley-Melvin-Sanborn,21,34,61.8,60.1 - 70%,,,,,
2016,Math,11,6579,Urbandale,241,289,83.4,80.1 - 90%,,,,,
2016,Math,6,1233,Clear Lake,73,87,83.9,80.1 - 90%,,,,,
2016,Reading,4,6460,Tri-Center,31,37,83.8,80.1 - 90%,,,,,
2016,Math,8,2493,Gilmore City-Bradgate,0,0,0.0,Not Reportable,,,,,
2016,Math,5,3816,Lone Tree,26,35,74.3,70.1 - 80%,,,,,
2016,Math,4,4104,Marshalltown,226,327,69.1,60.1 - 70%,,,,,
2016,Reading,7,6219,Storm Lake,112,154,72.7,70.1 - 80%,,,,,
2016,Reading,11,6516,Twin Rivers,0,0,0.0,Not Reportable,,,,,
2016,Math,6,3029,Howard-Winneshiek,62,73,84.9,80.1 - 90%,,,,,
2016,Math,5,3060,Humboldt,87,96,90.6,90.1 - 100%,,,,,
2016,Reading,8,6460,Tri-Center,36,45,80.0,70.1 - 80%,,,,,
2016,Math,11,6098,South Tama County,65,91,71.4,70.1 - 80%,,,,,
2016,Reading,7,4518,Moulton-Udell,10,14,71.4,70.1 - 80%,,,,,
2016,Reading,3,6795,Waterloo,12,16,75.0,70.1 - 80%,,,,,
2016,Reading,5,1221,Clear Creek Amana,125,143,87.4,80.1 - 90%,,,,,
2016,Reading,6,0108,Alden,64,87,73.6,70.1 - 80%,,,,,
2016,Reading,6,4860,Odebolt-Arthur,50,64,78.1,70.1 - 80%,,,,,
